# SYNTHETIC DATA — NOT FOR BENCHMARK
flow_duration,fwd_pkts,bwd_pkts,fwd_bytes,bwd_bytes,flow_iat_mean,flow_iat_std,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,fin_flag_cnt,pkt_len_mean,pkt_len_std,flow_bytes_per_sec,flow_pkts_per_sec,init_fwd_win_bytes,active_mean,idle_mean,down_up_ratio,ttl_mean,ttl_std,fragment_count,retransmit_count,unique_dst_ips,unique_dst_ports,binary_label,attack_stage,Timestamp
50762.09741646583,8.440023840639256,9.05063167412904,419.7518590442155,313.90584900990405,1868.4798698069058,503.3238504823494,0.15589246448310162,0.0,1.0616516796690618,6.099247468578536,1.8166815322003957,60.26412279024486,11.690861810452049,1018.3087476246403,190.54778290828438,8343.409071944274,951.0969873577211,3132.645995497398,0.9475777934644345,63.223578073109906,-0.6809295444039414,1.2225413386740303,-0.15452948206880215,0.5502557867287374,0.6302597719873589,0.0,Benign,2024-01-01 09:00:00
51032.24426160157,10.646231504511825,10.998306641218646,391.4652846559231,340.5235095121766,1917.8089544469644,516.0154649869629,0.050610871299256475,0.0,1.075827875341219,3.9693984803859506,1.6831224272159362,62.97301668481377,10.814731402457792,967.9922198030085,202.55377455373392,8239.911193233183,1011.1531184331797,3131.585745470177,1.2347753262134165,66.85143696490196,0.06757906948889146,0.28911939868998415,0.6312882258385404,-0.5300136108484499,0.6643452228248337,0.0,Benign,2024-01-01 09:00:02
49311.869229682066,12.242411966851595,6.787836438029459,420.3338454464211,318.86690922510763,1966.1766119714368,504.2315796927301,0.06187934611066746,0.711226579792855,2.8726819587199177,4.564093659689453,0.5145306177022044,63.431903525028616,9.713043512677578,980.8749315106837,187.5338406459617,7814.472891367738,1025.355197946742,3021.5062861466554,1.7250096217711568,62.20553888538656,0.15853969107671423,0.6255903939673367,-0.3093465397202384,1.4796139994352822,0.30497776188001613,0.0,Benign,2024-01-01 09:00:04
47009.20504638181,10.730458721178373,7.342836723716187,400.2623764932814,358.8938131897593,2045.0996487790244,517.3000128332924,0.14561448257231502,0.0,1.912309968002961,2.8908319575524626,0.0,54.70920155058239,8.504129758597777,1011.9105536768471,190.03973039103934,8036.726455311426,1066.2606431870893,2946.204140369725,1.7743913468904409,60.07880574395852,-0.20543755786763002,-0.9500220549105812,-0.3390330759005625,1.8823235443302653,-0.8136864443519662,0.0,Benign,2024-01-01 09:00:06
48514.030960802316,7.830913218417319,8.100981310799417,388.88065310966016,354.30450991006205,2002.2070666978677,541.6462511743438,0.3096567436276376,0.0,2.197203198451948,5.274995854964707,2.4271469540024584,63.340444983658315,10.535306588724264,1145.9845095469673,186.92360640244863,7929.318020652953,952.7446269883183,2941.138719723479,-0.4455204549341243,66.6676339766205,-0.22222269709877338,-1.4708062945026579,-1.0155790812075416,1.3291895398227052,1.8800328962891002,0.0,Benign,2024-01-01 09:00:08
51036.437992623265,8.515692819952204,5.015135206976167,405.62194070922055,334.96058973675895,1958.0489167218518,484.085483224445,0.19781516635179563,1.0659802307876436,2.172753424189879,4.801706453701639,0.0,53.301268221182575,9.270538136390003,1019.2860434019037,219.4472290493787,8245.490718516767,1050.1197150621758,2924.606364620588,-0.24419095473787578,59.94650959862404,-0.7252260645357532,2.1284697324351645,-0.8213866792243861,1.8804136639231621,0.05192646300862225,0.0,Benign,2024-01-01 09:00:10
49608.24861795711,9.93885621079685,7.083297226398853,409.3675162311237,341.58280561369554,1876.213817859508,466.77362306768987,0.0,1.579091256410435,2.1759907749307823,4.851702092362647,1.3001174465826701,65.2240069668273,10.329073752045785,955.1741763503131,212.16917581065877,8368.047393632338,1078.3235555917956,3027.6684000205078,-0.2856924833065253,58.25373136316821,1.6509279322312496,1.723665720783297,-0.17951921328260065,0.5976533128072128,2.5345165068543123,0.0,Benign,2024-01-01 09:00:12
51608.9603135173,9.408092315710615,7.9928293865919,396.56769913098526,356.2451291527803,2142.1556679926853,502.3552075794454,0.11854020263763966,0.0,1.9464097578768702,3.9459621621339114,0.0,56.487390532285,9.498814838948782,945.6721575811083,185.4096801048648,8204.577290859268,975.3073588999875,2950.521362751344,2.052895716569834,66.26008483541649,1.3373981074427437,-0.15450567924990047,-0.695942611670703,0.7649482422754755,1.2546216308347826,0.0,Benign,2024-01-01 09:00:14
50226.314943851314,10.342342495208358,11.524463652547489,439.41373683691506,334.21499801466183,1970.9742804835332,461.9505079522379,0.06133385953725679,0.3156050035903405,3.326438982977057,4.088645202820489,0.3131462379288136,51.41084388104538,9.756001119182638,1017.1119331021196,194.1761662989732,7831.960964484389,995.1926097331196,2734.5830129051487,-0.5403975076605401,72.94283787051886,-1.287422581274031,-1.0967855784546396,1.836913528321314,4.050320527702427,-0.2301449602666088,0.0,Benign,2024-01-01 09:00:16
54323.472808658385,8.519714382357645,7.6566110156810465,416.3240890972966,358.04317237763246,1962.00823680576,496.52060292258295,0.22507001007433086,0.0,1.7069737609901494,5.29021236203282,0.4169064202400331,61.886154090180554,11.519073726729744,1013.1637361798716,203.86932049239124,8213.825585715473,1000.0043040476621,2891.04473693503,1.3323189747569735,63.59139628666335,2.093168308930595,1.5733549024752425,0.3858465525565008,0.19878992982049404,-0.168032045582589,0.0,Benign,2024-01-01 09:00:18
51200.83865188242,7.383121019538711,9.298413874181453,409.54282710250163,329.45703233833217,1952.375994447555,506.8566473132695,0.06488210190263295,0.0,1.8861629051274431,4.685028277241393,1.1601906377075921,65.88596789197263,6.150012338603053,1065.1322341944178,201.94163663509693,8313.535132165523,981.0323563526142,2734.735010845734,1.344395257899815,71.25487089948957,-1.5338614049161376,0.8638280136981883,-0.3285252231228939,0.9356094368797103,-0.10554343623914653,0.0,Benign,2024-01-01 09:00:20
51457.220760211254,12.598467408114917,9.64837664456877,409.2208202575211,382.26278873410416,2044.338309032568,521.5276925967236,0.10344211975200739,0.06654581585920483,1.2328337943696954,6.236979918243566,0.0,63.129401369670646,9.714023413742261,939.0503365160055,208.25955887604385,8939.557312329776,1037.2695092480708,2762.6219213963604,0.9296991684568892,59.07756979110177,-0.5182798423662747,1.5112284332767216,0.637533810897696,0.2661230499923163,-0.06440323476241883,0.0,Benign,2024-01-01 09:00:22
48321.47816623115,10.468014207326865,9.617436850549375,412.7839909167132,307.61114409093517,2030.7410396320563,501.87287290404703,0.20498154592558093,1.6162096816512073,0.0,4.261120718511118,1.6204516389330224,53.67362240218423,12.213923572080263,946.9673422928817,209.31242384427745,7957.570532579151,1041.5019481882766,3161.339204954345,1.2445219211440268,64.98448374933453,0.2703432392817259,-0.8633452647393817,-0.14752868024035293,0.8398513409250232,1.40256355757117,0.0,Benign,2024-01-01 09:00:24
49687.35241517074,12.22218332148846,6.95897647966241,382.7327496369033,353.7426645488771,2085.282904239017,500.29707744457716,0.0,0.8567939825665268,2.926002073579068,5.692645626655117,3.444035755363389,59.179353244535825,6.994716561900229,1002.7231146280582,194.96530625947491,8236.29571044725,1066.7870849278868,2758.0588093001024,-0.31422957481144653,57.274632664100814,-0.7941362900254239,0.43963660601699356,0.524187842812771,1.2900878882949813,-0.4834041780869849,0.0,Benign,2024-01-01 09:00:26
48820.088139870524,10.689078657574917,8.982735076709778,402.9030700732323,364.06246207945327,2023.1503487856219,513.7816823456382,0.09274051685375535,0.0,2.216453706322653,6.025660594271773,0.5865717691641993,62.08466902292845,9.601241812126931,1067.814653067427,209.1247094622648,7373.649411645163,933.8799112681872,2776.190004986134,-1.45029692584072,61.15128935134826,0.7494338997277404,-0.28488406638257474,0.19779008194185213,2.1436783715463323,2.3940704388810765,0.0,Benign,2024-01-01 09:00:28
50230.40877274371,8.743902664258806,7.167839506921771,368.90873323613465,333.56952370592745,1963.8403145044826,520.8932105038436,0.21205835374005821,0.0,2.4321102150859106,3.699320076053082,1.4984319428863622,59.4756533972491,7.2536412612287045,983.3924425779276,193.34499215910395,7972.7805621238185,945.4426270242258,2901.2032252201793,1.4492849627296631,63.2051737680671,0.32866200228248105,0.3619218539288437,1.320661655528167,0.6400745415924017,-0.5507007076880184,0.0,Benign,2024-01-01 09:00:30
52787.59570388802,10.575065669773705,7.816407457715317,407.3242937749722,386.09373236233654,2209.775033434429,501.80390951345225,0.16501296728241632,1.0762401574663856,1.069772863955918,5.416337965772819,0.9728440096484507,61.25563284583021,8.749946791075892,983.0031499574109,177.19718220409578,7733.202083206467,976.607560468094,2955.728070416037,3.034092720550993,68.64517215361066,-0.9620911163416273,0.34770845245095694,-0.4070782363503251,0.7014179700579001,1.194591931886151,0.0,Benign,2024-01-01 09:00:32
52660.69268336863,8.287092660786394,8.008874687307175,454.55114825851246,354.1269752385676,2144.7546651672233,502.37952463250343,0.024454575505097012,0.0,1.8125516607193752,4.0256470040932255,1.451816426905431,56.59385124325693,10.998377854470144,924.7245768523511,204.03184547960953,8074.466270002033,1023.1522445447436,2953.390368612492,1.9823244817384067,56.30809444629648,-0.3356073681186462,-1.9908119951239978,-1.495060830227205,2.432055341304605,1.9399442310702701,0.0,Benign,2024-01-01 09:00:34
42585.71337655803,9.184756738101049,11.388581017146363,409.1325697007366,339.64791270808445,2046.9731011595309,459.4150828221445,0.062014099868362024,0.09947747301573849,1.9052892829968466,5.988507652112601,1.361877487547855,62.67330407243199,8.967441576653862,952.8497829941596,217.9183064238639,7793.65660723113,954.7275215585574,3201.703434784355,0.7990888139701867,69.89604984667955,-0.4425357118921839,1.4550455762707113,0.13148581680545218,1.2711402644888299,2.6429539227533994,0.0,Benign,2024-01-01 09:00:36
48878.14091572109,10.678500925964707,5.80793729894728,413.38688895567356,340.03273062407175,2115.92907873409,437.74923207258774,0.0,0.0,1.091147586999652,5.309582376386179,0.8118120432777574,58.98648972420794,9.761222692929909,955.471254607131,188.9061035386258,8482.232462553151,1033.7959644896596,3058.1407285860714,1.5843601148888262,65.24495560339636,2.0350733027310675,-0.0870941710525099,-0.30708321833457675,0.2087960406247532,-0.08387580410672868,0.0,Benign,2024-01-01 09:00:38
49823.22836548817,10.501442692746572,8.071598881973026,383.923759173976,366.6534144343693,2074.6806799023957,495.8491440070276,0.0,0.5484279208297995,2.206770946234715,3.1898409257311906,0.9286207312163749,61.04814324829752,8.65045782026837,958.0430834553318,183.99695266216432,8740.638012664996,1063.645449238031,2961.8698825202523,1.3816270547310268,53.878327743640526,-1.1563476602653329,-0.2937789201521298,-1.0721330214268592,1.7501163067621919,3.0971613572853935,0.0,Benign,2024-01-01 09:00:40
